// 利己 ，东方皇朝
0=0.222222222222222,0.833333333333333,0.333333333333333,0.833333333333333,0.333333333333333,0.666666666666667,0.166666666666667,0,0.5,0.666666666666667,0.777777777777778,0,0,0.5,0.5,0.777777777777778,0,0.166666666666667,1,0.166666666666667,0.5,0.75,1,0.25,0
0=0.166666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,1,0,0,0,1,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0.75,1,0.75,0

1=0,0.166666666666667,0.666666666666667,1,0.333333333333333,0.833333333333333,0.833333333333333,1,1,0,0,0.5,1,0.333333333333333,0,0,1,0.666666666666667,0,0,0.166666666666667,1,0,0,0
1=0.666666666666667,1,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,1,1,1,1,1

2=0.222222222222222,0.833333333333333,0.5,0.833333333333333,0.5,0.111111111111111,0.166666666666667,0,0.333333333333333,0.833333333333333,0,0.166666666666667,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333,0.833333333333333,0.166666666666667,0,0,0.833333333333333,1,1,1,0.25

3=0.222222222222222,0.833333333333333,0.5,0.833333333333333,0.666666666666667,0.111111111111111,0.166666666666667,0.166666666666667,0.666666666666667,0.833333333333333,0,0,0.666666666666667,1,0.166666666666667,0.555555555555556,0,0,0.833333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0
3=0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.5,1,0.666666666666667,0.25,0,0.25,1,1,0.75,1,1,0.5,0

4=0,0,0,0.5,0.833333333333333,0,0.166666666666667,0.666666666666667,1,0.5,0.111111111111111,0.666666666666667,0.166666666666667,1,0.166666666666667,0.555555555555556,0.833333333333333,0.833333333333333,1,0.666666666666667,0,0,0.5,0.5,0
4=0,0,0,0.166666666666667,0.833333333333333,0,0,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0.833333333333333,0.333333333333333,0.666666666666667,0.5,1,0.833333333333333,0.833333333333333,1,0.666666666666667,0,0,0.333333333333333,0.833333333333333,0

5=0.111111111111111,0.833333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0,0.444444444444444,0.5,0.5,0.833333333333333,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.5,0.666666666666667,0.5,0.833333333333333,0.666666666666667,0
5=1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,0.166666666666667,0,0,0.333333333333333,0.333333333333333,0.5,1,0.666666666666667,0.166666666666667,0,0.166666666666667,1,1,0.75,1,1,0.5,0

6=0,0.833333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.666666666666667,0.666666666666667,0.5,0.166666666666667,1,0.5,0,0.666666666666667,0.5,1,0,0,0.666666666666667,0.5,0.75,1,1,0.75,0
6=0.166666666666667,0.833333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0.5,0.333333333333333,0.5,0.833333333333333,0.833333333333333,0.166666666666667,0,0.166666666666667,0.833333333333333,0,0.75,1,0.75,0.25
6=0,0.5,0.666666666666667,0.833333333333333,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0.5,1,0.833333333333333,0.333333333333333,0.833333333333333,0.5,1,0,0,0.5,0.5,0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.166666666666667

7=0.833333333333333,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0,0,0.5,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.833333333333333,0,0,0,0.833333333333333,0.333333333333333,0,0,0

